id,age,age_group,gender,race,education,partyid,libcon,fo_dei,fo_jus_soli,fo_ukraine_mil,fo_israel_mil,fo_reduce_unequal,fo_schoolvax,fo_trans_mil,harris_likes,harris_dislikes,trump_likes,trump_dislikes,mipp_1,harris_therm,trump_therm
214986,43,35-44,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",2. Not very strong Democrat,2. Liberal,3. Favor a little,5. Oppose a little,1. Favor a great deal,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,2. Favor a moderate amount,"She's not elderly and her campaign is about hope for the future, not revenge on her nemies. She's also not infatuated with authoritarians and dictators.",NA,"his strange obsession with authoritarians and dictators, his pathological lying, his policy platforms regarding massive deportation (requiring holdingacilities), his desire to get rid of the Dept of Education, his numerous crimes he's already committed and his future crimes he'll commit if he is elected",I think I miss read the last question. nothing would make me want to vote for Donald Trump,big business running everything with their use of money (greed),70,0
215003,21,18-24,2. Woman,"5. Native American/Alaska Native or other race, non-Hispanic","3. Some post-high school, no bachelor's degree",2. Not very strong Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,6. Oppose moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,2. Favor a moderate amount,4. Neither favor nor oppose,she is very for the people,NA,NA,2025 project and how he’s going to change everything about America,people that need help with everything rising prices and inflation,85,0
215015,38,35-44,-1. Inapplicable,"1. White, non-Hispanic",4. Bachelor's degree,6. Not very strong Republican,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,7. Oppose a great deal,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,BIG Government corruption,5,99
215033,28,25-34,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,5. Oppose a little,1. Favor a great deal,4. Neither favor nor oppose,2. Favor a moderate amount,2. Favor a moderate amount,2. Favor a moderate amount,NA,How she came to be in the presidential race is suspicious to me. I don’t see her as steady and consistent to her own convictions.,NA,He is racist and sexist. He says what he thinks his followers want to hear. He is inconsistent and a danger to America,unaffordable healthcare,70,30
215045,33,25-34,2. Woman,3. Hispanic,"3. Some post-high school, no bachelor's degree",1. Strong Democrat,3. Slightly liberal,2. Favor a moderate amount,7. Oppose a great deal,2. Favor moderately,7. Oppose a great deal,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,equal rights,NA,NA,NA,women's rights,70,0
215057,25,25-34,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,99. Haven't thought much about this,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,-6. No post interview,-6. No post interview,-6. No post interview,NA,the fact she has already done nothing as VP,he did well in office the first time,NA,NA,NA,NA
215091,61,55-64,1. Man,"1. White, non-Hispanic",2. High school credential,6. Not very strong Republican,6. Conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,6. Oppose a moderate amount,2. Favor a moderate amount,NA,NA,recovery of the recession In the country .  and the Security of the border.,I believe that he will lead the country into a better economic state and will secure the Border and get rid of the illegal immigrants from this country.,Financial repair and Border control,15,85
215114,20,18-24,1. Man,"1. White, non-Hispanic",2. High school credential,7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,5. Oppose a little,4. Neither favor nor oppose,NA,SHE SUCKS[CHAR(10)]SHES INCOMPENTANT[CHAR(10)]SHES NOT RIGHT ABOUT ANYTHING,HES BETTER AT HIS JOB [CHAR(10)]I LIKE HIS VIEWS AND OPINIONS[CHAR(10)]I MISS THE MEAN TWEETS AND CHEAP GAS[CHAR(10)],NA,"People harassing, rioting, & protesting due to different political beliefs. Transgenders using wrong bathrooms. Joe Biden & Kamala Harris pissing off Foreign leaders.",0,70
215120,68,NA,2. Woman,"1. White, non-Hispanic",1. Less than high school credential,3. Independent-Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,2. Favor a moderate amount,Would be nice to have a woman as president.,NA,NA,He started the fight and deaths at the capitol.,"boarders , everyone should be treated equally.",70,40
215137,35,35-44,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,1. Favor a great deal,6. Oppose a moderate amount,4. Neither favor nor oppose,NA,NA,he said he would grab a woman by the pussy but claims to be a godly man. i dont trust him.,he said he would grab a woman by the pussy and claims to be a godly man. i do  not trust him at all,markets going to crash,30,0
215155,26,25-34,1. Man,"1. White, non-Hispanic",2. High school credential,5. Independent-Republican,4. Moderate; middle of the road,7. Oppose a great deal,3. Favor a little,7. Oppose a great deal,2. Favor moderately,4. Neither favor nor oppose,6. Oppose a moderate amount,6. Oppose a moderate amount,NA,she’s involved with the current administration that has ran our country into the dirt for the past 4 years. she’s up there making promises to fix the border and the economy that SHE and Joe Biden are responsible for. She hid Joes health concerns and tried to play it off like everything was fine. she plays the America people for fouls and I have zero respect for ANY democrat these days. The party and its policies are outright pathetic,"Trump was a fantastic president. The things he accomplished are nothing short of a miracle. Now, just imagine the things he would be able to do if he didn’t have trash establishment uni-party “republicans” fighting him on everything! If we get a Trump presidency with the house and senate, he will turn this dumpster-fire of a country around and we will ALL prosper.",NA,immigration is the biggest issue,2,90
215185,23,18-24,2. Woman,"1. White, non-Hispanic",2. High school credential,2. Not very strong Democrat,3. Slightly liberal,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,She’s mainly wanting to build the middle class by taxing the people who make $400k+ per year. Which will also help the lower class. I also value her reproductive health rights and other policies she has.,NA,NA,Mainly I don’t understand how a felon can run for President when the felonies he has wouldn’t ever get him a job in fast food.,"Gun Control, Women's Rights, Housing Crisis and Environmental Crisis.",75,0
215197,24,18-24,1. Man,3. Hispanic,2. High school credential,7. Strong Republican,99. Haven't thought much about this,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,NA,NA,the way he handles big problems that could affect us poorly,NA,supporting the soldiers an their benefits along with raising or pays,0,100
215202,49,45-54,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",6. Not very strong Republican,5. Slightly conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose moderately,1. Favor a great deal,-6. No post interview,-6. No post interview,-6. No post interview,NA,she talks in circles. She hass been in office for 4 years already and has done nothing.,worried about the economy.,NA,NA,NA,NA
215214,47,45-54,2. Woman,"1. White, non-Hispanic",5. Graduate degree,7. Strong Republican,6. Conservative,4. Neither favor nor oppose,3. Favor a little,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,4. Neither favor nor oppose,NA,NA,lower inflation,NA,economy and inflation,15,30
215220,-2,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,6. Conservative,6. Oppose a moderate amount,2. Favor moderately,2. Favor moderately,1. Favor a great deal,-6. No post interview,-6. No post interview,-6. No post interview,NA,"economy. inflation, taxes",imagration and economy,NA,NA,NA,NA
215226,28,25-34,-1. Inapplicable,"1. White, non-Hispanic",4. Bachelor's degree,4. Independent,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,3. Favor a little,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,Political Division,15,60
215244,23,18-24,2. Woman,"1. White, non-Hispanic",2. High school credential,6. Not very strong Republican,99. Haven't thought much about this,4. Neither favor nor oppose,6. Oppose moderately,3. Favor a little,5. Oppose a little,"-7. Insufficient partial, interview deleted","-7. Insufficient partial, interview deleted","-7. Insufficient partial, interview deleted",NA,NA,NA,NA,NA,NA,NA
215262,46,45-54,1. Man,"1. White, non-Hispanic",5. Graduate degree,5. Independent-Republican,7. Extremely conservative,6. Oppose a moderate amount,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,-6. No post interview,-6. No post interview,-6. No post interview,NA,To much to list,"MAGA, everything he stands for!",NA,NA,NA,NA
215279,24,18-24,"4. Something else, please specify","2. Black, non-Hispanic",2. High school credential,7. Strong Republican,99. Haven't thought much about this,4. Neither favor nor oppose,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,NA,She's a puppet like Biden,NA,NA,The government is too concerned helping other countries instead of there own.,0,100
215291,71,NA,2. Woman,"1. White, non-Hispanic",2. High school credential,5. Independent-Republican,5. Slightly conservative,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,NA,"Too liberal. Among other things, she’s pro abortion.",We paid less taxes.,Unpleasant personality.,"Immigration, Inflation , Lack of really good leadership.",0,60
215301,64,55-64,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,1. Extremely liberal,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,2. Favor a moderate amount,2. Favor a moderate amount,1. Favor a great deal,"She is smart[CHAR(10)]supports women, families[CHAR(10)]Has a better understanding of the issues[CHAR(10)]offers a positive alternative",NA,NA,He wants to pull out of NATO. [CHAR(10)]Immigration policy.[CHAR(10)]Racist.[CHAR(10)]Terrible treatment of women. [CHAR(10)]Supported and encouraged Jan 6 insurrection.[CHAR(10)]Supports Putin.[CHAR(10)]Said he would be a dictator.[CHAR(10)]Refuses to accept results of last election. [CHAR(10)]Encourages hate,"Donald Trump, his agenda and proposed cabinet",100,0
215319,60,55-64,1. Man,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,1. Extremely liberal,1. Favor a great deal,5. Oppose a little,1. Favor a great deal,6. Oppose moderately,1. Favor a great deal,2. Favor a moderate amount,2. Favor a moderate amount,strong liberal policies,NA,NA,criminal crook psychotic racist moron,"Donald Trump being a dictator, US Supreme Court radical decisions from conservatives, the Maga movement is bad, pollution",100,0
215325,-2,NA,-1. Inapplicable,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",4. Independent,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,7. Oppose a great deal,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,Too much concern for foreigners,15,0
215343,34,25-34,1. Man,"1. White, non-Hispanic",5. Graduate degree,3. Independent-Democrat,3. Slightly liberal,3. Favor a little,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,"she is not Donald Trump, the fascist/racist/rapist",NA,NA,"fascist/racist/rapist.[CHAR(10)][CHAR(10)]he is a threat to the foundation of our country and has ruined any decency in politics over the last 8 years. he should be charged for the insurrection and should also not be allowed to sit before the federal judges he was responsible for applying. his various felony trials are beyond troubling. his mental state is also deteriorating since Harris has become the presumptive nominee. he fears if he loses that he will eventually be in prison, which makes him even more dangerous in the coming months",maga republicans,40,10
215355,-2,NA,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,2. Not very strong Democrat,3. Slightly liberal,5. Oppose a little,4. Neither favor nor oppose,5. Oppose a little,5. Oppose a little,3. Favor a little,4. Neither favor nor oppose,4. Neither favor nor oppose,NA,"I’m still struggling to see how her policies will improve rural areas, agriculture, and the middle class even though that’s what she preaches. She’s running with Tim Walz who has not shown a respect for rural MN or gone out of his way to make a positive impact there.",NA,"Donald Trump is literally a horrible person who has no respect for women. So of the choices, he will always be the last option for me.","Food islands in rural American, and in general, how unaffordable the economy is.",40,15
215361,73,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,7. Oppose a great deal,2. Favor moderately,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,7. Oppose a great deal,NA,She did not protect our borders and supports abortion.,He will deport illegal aliens and make America respected again.,NA,illegal immigration,0,100
215367,66,NA,-1. Inapplicable,"1. White, non-Hispanic",5. Graduate degree,6. Not very strong Republican,-9. Refused,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,4. Neither favor nor oppose,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,Economy,0,85
215385,69,NA,-1. Inapplicable,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,3. Favor a little,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,The budget Defict,15,85
215391,80,NA,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,6. Not very strong Republican,4. Moderate; middle of the road,6. Oppose a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,4. Neither favor nor oppose,NA,NA,NA,"I do not like his arrogant, bullying attitude, but I have come to equate that attitude with politicians","Inflation is one of the biggest problems but not the only one. Since Covid the price of everything has increased. The poor and retired people have a difficult time trying to survive. No one in the government is thinking about what is happening to these people. Since this government has caused it, there won't be an immediate solution.",15,70
215415,41,35-44,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,6. Conservative,4. Neither favor nor oppose,6. Oppose moderately,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,6. Oppose a moderate amount,4. Neither favor nor oppose,NA,Too far left and against christian values.,he cares about the unborn and christian values.,NA,"abortion, crimes, inflation",0,85
215421,67,NA,1. Man,"1. White, non-Hispanic",2. High school credential,5. Independent-Republican,7. Extremely conservative,7. Oppose a great deal,1. Favor a great deal,6. Oppose moderately,1. Favor a great deal,6. Oppose a moderate amount,4. Neither favor nor oppose,7. Oppose a great deal,NA,she is not capable of running anything-she was not voted for and is joe biden all over,He is trying to make america a country that values morals and rights of its citizens and energy independent,NA,out of control spending,0,100
215445,41,35-44,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,6. Oppose a moderate amount,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,NA,"inflation crisis sge has gelped cause, lack of security at the border, too far left agenda","i had more money in my pocket when he was presudent, inflation was down and the border was safer.",NA,screwed up morals,0,100
215451,60,55-64,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",2. Not very strong Democrat,3. Slightly liberal,2. Favor a moderate amount,2. Favor moderately,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,Is a better option than the lunatic Trump.,NA,NA,He is unfit to be a president.,"Our democracy is at risk, the new administration policies, our newly elected president is a convicted felon and a lunatic.",100,0
215457,68,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,5. Independent-Republican,5. Slightly conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,NA,NA,NA,I do not respect the man. He wants absolute power - to be an autocrat.,"housing, child care, drug use",50,30
215487,40,35-44,2. Woman,"2. Black, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,4. Moderate; middle of the road,1. Favor a great deal,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,I would love for a female of color to lead our government for once. Her credentials are far better than Trump. She knows about law and policy...and it's not about turning profit.,NA,NA,Trump does not help anyone that are below his status. The only reason people are voting/voted for him was because of the stimulus checks. He thought that would win him the black vote.,student loan debt,100,0
215540,33,25-34,2. Woman,"2. Black, non-Hispanic",1. Less than high school credential,1. Strong Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,-6. No post interview,-6. No post interview,-6. No post interview,NA,NA,NA,everything about him,NA,NA,NA
215581,35,35-44,2. Woman,3. Hispanic,"3. Some post-high school, no bachelor's degree",1. Strong Democrat,1. Extremely liberal,1. Favor a great deal,6. Oppose moderately,2. Favor moderately,5. Oppose a little,7. Oppose a great deal,7. Oppose a great deal,1. Favor a great deal,i like how she is for the Peopel,NA,gg,he is terrible person,we against one another,50,60
215611,20,18-24,1. Man,"2. Black, non-Hispanic",2. High school credential,3. Independent-Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,-6. No post interview,-6. No post interview,-6. No post interview,Need a smart woman,she will be great in office,NA,NA,NA,NA,NA
215617,62,55-64,1. Man,"2. Black, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,4. Moderate; middle of the road,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,She's honest and trustworthy,NA,NA,he's rude. I don't trust him. he's a rapist[CHAR(10)]and he doesn't respect women or poor people,The border it's too many coming in.,70,0
215629,36,35-44,2. Woman,3. Hispanic,"3. Some post-high school, no bachelor's degree",4. Independent,4. Moderate; middle of the road,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,3. Favor a little,2. Favor a moderate amount,4. Neither favor nor oppose,NA,NA,NA,NA,IMMIGRATION AND CLIMATE CHANGE,85,0
215641,-2,NA,-1. Inapplicable,-9. Refused,5. Graduate degree,4. Independent,-9. Refused,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-6. No post interview,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,NA,NA,NA
215658,43,35-44,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,2. Not very strong Democrat,3. Slightly liberal,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,1. Favor a great deal,1. Favor a great deal,women’s rights,Israel,Israel,"women’s rights, his personality, legal issues",continued economic problems,60,15
215736,42,35-44,-1. Inapplicable,"5. Native American/Alaska Native or other race, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,1. Extremely liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-6. No post interview,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,NA,NA,NA
215815,44,35-44,2. Woman,"2. Black, non-Hispanic",2. High school credential,5. Independent-Republican,6. Conservative,4. Neither favor nor oppose,1. Favor a great deal,7. Oppose a great deal,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,she want raise taxes on middles class,she want close the boarder,He will close the boarder,He will raise taxes on middle-lower class,"THE BOARDER NEEDS TO BE CLOSED, ASAP 1 BIG PROBLEM. WE ALSO NEED TO MIND OUR BUSINESS AND NOT BE IN THE MIDDLE OF OTHER COUNTRIES WAR. WE NEED TO INSURE OUR COUNTRY IS IN ORDER AND ALWAYS READY AND PREPARED FOR ANY EMERGENCIES THAT MAY OCCURE. MAKE SURE OUT TEACHERS AND POLICE OFFERS ARE PAID MORE. HELP GET THE HOMELESS CRISISES IN ORDER.",60,60
215821,38,35-44,1. Man,"2. Black, non-Hispanic",5. Graduate degree,7. Strong Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,6. Oppose moderately,6. Oppose moderately,6. Oppose moderately,-6. No post interview,-6. No post interview,-6. No post interview,she is a female,NA,NA,he is racist,NA,NA,NA
215985,36,35-44,2. Woman,"2. Black, non-Hispanic",5. Graduate degree,1. Strong Democrat,6. Conservative,2. Favor a moderate amount,1. Favor a great deal,2. Favor moderately,6. Oppose moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,"Inflation, making the salary raise so Americans don’t have to work 2 jobs, women rights for abortion",NA,NA,"women rights , making the rich richer, racism",Inflation on food gas and clothes.,100,50
216008,57,55-64,2. Woman,"2. Black, non-Hispanic",1. Less than high school credential,2. Not very strong Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,6. Oppose moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose a moderate amount,4. Neither favor nor oppose,4. Neither favor nor oppose,NA,NA,NA,NA,homeless minimum wages high rent prices,60,30
216020,35,35-44,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,2. Liberal,2. Favor a moderate amount,5. Oppose a little,2. Favor moderately,3. Favor a little,3. Favor a little,2. Favor a moderate amount,2. Favor a moderate amount,"reproductive health care, environmental stances, child tax credit, not continuing the Trump tax credit, gun laws",NA,"crypto, markets were high while he was president","reproductive rights, he’s a criminal, the chaos of his presidency, immigration, foreign policy, pro Putin and pro Netanyahu, gun laws, tax policy, etc",constitutional crisis,75,25
216085,34,25-34,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,6. Not very strong Republican,5. Slightly conservative,6. Oppose a moderate amount,2. Favor moderately,2. Favor moderately,2. Favor moderately,-6. No post interview,-6. No post interview,-6. No post interview,NA,did not earn her seat as democratic candidate.,economic policy,not a strong leader that will unify,NA,NA,NA
216091,30,25-34,1. Man,3. Hispanic,4. Bachelor's degree,2. Not very strong Democrat,4. Moderate; middle of the road,1. Favor a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,"-5. Sufficient partial, breakoff","-5. Sufficient partial, breakoff","-5. Sufficient partial, breakoff",NA,Immigration policy and inflation policy,better the economy,arrogance and public view,cost of living is higher.,50,50
216103,55,55-64,2. Woman,3. Hispanic,4. Bachelor's degree,5. Independent-Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,3. Favor a little,4. Neither favor nor oppose,NA,Wanting to pay off everyone’s debt using tax payers money,Economy was better,NA,"school funding, grocery/rent prices, mortgages, women's rights",35,45
216109,58,55-64,1. Man,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,4. Moderate; middle of the road,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,5. Oppose a little,1. Favor a great deal,4. Neither favor nor oppose,"She is not Trump,",She is not very knowledgeable about foreign affairs and has pandered to the most liberal and loudest progressives.,NA,"Trump is a lying, boorish felon who should be in jail.",The weakening of Democratic institutions.,70,0
216115,-2,NA,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,4. Moderate; middle of the road,2. Favor a moderate amount,7. Oppose a great deal,1. Favor a great deal,3. Favor a little,-6. No post interview,-6. No post interview,-6. No post interview,She has a prosecutor mindset and will fight to restore our democracy.,NA,NA,January 6th and his corruption of all norms of American governance.,NA,NA,NA
216150,43,35-44,1. Man,"2. Black, non-Hispanic",2. High school credential,5. Independent-Republican,99. Haven't thought much about this,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,-6. No post interview,-6. No post interview,-6. No post interview,NA,NA,Bigger tax cuts for middle class families,NA,NA,NA,NA
216156,-2,NA,2. Woman,3. Hispanic,1. Less than high school credential,1. Strong Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,7. Oppose a great deal,2. Favor moderately,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,necesitamos cambios en el país y me gustaría que fuera presidenta una mujer por primera vez,NA,NA,NA,la immigration y la discrimination El problema con las armas,70,0
216162,61,55-64,1. Man,"1. White, non-Hispanic",5. Graduate degree,2. Not very strong Democrat,2. Liberal,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,3. Favor a little,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,Kamala is the only democratic candidate,NA,NA,he’s republican,divide between dems and republicans,100,0
216174,36,35-44,3. Nonbinary,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,She can speak like a normal person.,NA,NA,Lack of morals and age,A shift towards a corporate oligarchy with increased division in the populace.,60,0
216210,56,55-64,2. Woman,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,2. Liberal,2. Favor a moderate amount,7. Oppose a great deal,1. Favor a great deal,6. Oppose moderately,-6. No post interview,-6. No post interview,-6. No post interview,She seems approachable and genuine.,NA,NA,I was alive for all of his bankruptcies. He’s a thug and a totally unlikeable human being.,NA,NA,NA
216216,57,55-64,1. Man,3. Hispanic,2. High school credential,1. Strong Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,i think she can run this country better,NA,NA,his bad attitude and language,High cost living,85,0
216233,25,25-34,-1. Inapplicable,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",4. Bachelor's degree,7. Strong Republican,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,2. Favor a moderate amount,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,Illegals,0,100
216251,20,18-24,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,4. Neither favor nor oppose,6. Oppose a moderate amount,5. Oppose a little,6. Oppose a moderate amount,NA,"She frequently changes her positions on policies, she is avoiding questions and when she does have interviews, they are all scripted. She has been vice president for four years and has not done a single thing that she is campaining on doing in 2024.","He was president before and created the best US economy of my lifetime. He is respected and feared by other countries, and he did not start any wars. The United States was the most successful and peaceful under his presidency.",NA,lack of border control which leads to a lot of illegal immigrants entering the country which in turn creates a lot more issues for Americans.,0,100
216257,80,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,7. Oppose a great deal,6. Oppose a moderate amount,NA,NA,his perseverance in making us have a good economy,NA,extremely high spending,0,100
216281,26,25-34,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,6. Conservative,4. Neither favor nor oppose,1. Favor a great deal,6. Oppose moderately,6. Oppose moderately,7. Oppose a great deal,2. Favor a moderate amount,7. Oppose a great deal,NA,She doesn't know what she is doing. She lies. She is letting illegals into our country. The democrats are running this country into the ground,Securing our borders,NA,"debt, illegal immigrants, crime,",0,80
216318,50,45-54,2. Woman,"2. Black, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,4. Moderate; middle of the road,3. Favor a little,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,4. Neither favor nor oppose,NA,"She can help asian, Indian people but nothing for black people , as if we don't exist.","He told the truth, He can not do anything for black people.",trying to make US a communist country,homeless,50,100
